event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,external-temperature,gps:dop,gps:fix-type-raw,height-raw,manually-marked-outlier,mortality-status,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
15727039156,true,2020-04-13 00:00:18.000,-78.4353095,-0.5528722,,8.0,1.0,"val. GPS-3D","3677,46",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785468.6146143451,9938829.309379822,"17S","Ecuador Time",2020-04-12 19:00:18.000
15727039157,true,2020-04-13 02:00:17.000,-78.4353515,-0.5528728,,8.0,1.2,"val. GPS-3D","3670,38",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.9365368576,9938829.245016728,"17S","Ecuador Time",2020-04-12 21:00:17.000
15727039158,true,2020-04-13 04:00:19.000,-78.4352536,-0.5529618,,8.0,1.0,"val. GPS-3D","3687,00",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785474.8365895292,9938819.393191766,"17S","Ecuador Time",2020-04-12 23:00:19.000
15727039159,true,2020-04-13 06:00:22.000,-78.4351,-0.552858,,7.0,1.2,"val. GPS-3D","3633,23",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785491.9498486911,9938830.870406196,"17S","Ecuador Time",2020-04-13 01:00:22.000
15727039160,true,2020-04-13 08:00:23.000,-78.4352112,-0.5530524,,7.0,1.2,"val. GPS-3D","3683,98",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785479.5548576177,9938809.367011216,"17S","Ecuador Time",2020-04-13 03:00:23.000
15727039161,true,2020-04-13 10:00:37.000,-78.4353515,-0.5528909,,7.0,1.0,"val. GPS-3D","3670,40",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785463.9356712886,9938827.242401991,"17S","Ecuador Time",2020-04-13 05:00:37.000
15727039162,true,2020-04-13 12:00:11.000,-78.4354111,-0.5528554,,7.0,1.2,"val. GPS-3D","3662,88",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785457.2989951645,9938831.173051337,"17S","Ecuador Time",2020-04-13 07:00:11.000
15727039163,true,2020-04-13 14:00:10.000,-78.4353432,-0.5531753,,16.0,1.2,"val. GPS-3D","3726,02",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.8465386238,9938795.775503242,"17S","Ecuador Time",2020-04-13 09:00:10.000
15727039164,true,2020-04-13 16:00:38.000,-78.4353447,-0.5529084,,12.0,1.0,"val. GPS-3D","3676,70",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785464.6922327464,9938825.305844896,"17S","Ecuador Time",2020-04-13 11:00:38.000
15727039165,true,2020-04-13 18:00:10.000,-78.4353055,-0.5528733,,11.0,1.6,"val. GPS-3D","3665,31",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785469.0600902066,9938829.187481383,"17S","Ecuador Time",2020-04-13 13:00:10.000
15727039166,true,2020-04-13 20:00:16.000,-78.4352572,-0.5529074,,14.0,1.0,"val. GPS-3D","3688,90",,"Mortality no radius","gps",,"34811",,"Andean Fox, Lycalopex culpaeus Castellanos Ecuador",785474.4382157337,9938825.412273934,"17S","Ecuador Time",2020-04-13 15:00:16.000
