name,latitude,longitude
pepe,-1.29664,-74.82347
pepe,-1.29531,-74.82307
pepe,-1.2956,-74.82419
pepe,-1.2963,-74.82343
pepe,-1.29523,-74.8243
pepe,-1.3015,-74.82747
pepe,-1.30135,-74.82829
pepe,-1.30033,-74.82565
pepe,-1.30197,-74.82698
pepe,-1.30218,-74.82797
pepe,-1.29613,-74.82701
pepe,-1.29576,-74.82694
pepe,-1.30836,-74.82129
pepe,-1.30918,-74.82036
pepe,-1.30815,-74.82078
pepe,-1.3093,-74.82
pepe,-1.30884,-74.82079
pepe,-1.30969,-74.81875
pepe,,-74.82021
pepe,-1.31034,-74.8204
pepe,-1.31071,-74.81982
pepe,-1.31128,-74.82072
pepe,-1.3111,-74.81954
pepe,-1.31035,-74.82138
pepe,-1.31036,-74.81861
pepe,-1.30809,-74.82018
pepe,-1.30965,-74.8198
pepe,,-74.81867
pepe,-1.30948,-74.82053
pepe,-1.30915,-74.81826
pepe,-1.30881,-74.81923
pepe,-1.30886,-74.8198
pepe,-1.30975,-74.8216
pepe,-1.30783,-74.82089
pepe,-1.30921,-74.82041
sara,-1.30816,-74.81952
sara,-1.30489,-74.82159
sara,-1.30368,-74.81824
sara,-1.30798,-74.82394
sara,,-74.82317
sara,-1.30605,-74.82295
sara,-1.3069,-74.82283
sara,-1.30706,-74.82224
sara,-1.30682,-74.82316
sara,-1.30713,-74.82271
sara,-1.30707,-74.82224
sara,-1.30915,-74.81743
sara,-1.31048,-74.81953
sara,-1.30903,-74.82124
sara,-1.30529,-74.82172
sara,-1.30293,-74.81947
sara,,-74.81761
sara,-1.30312,-74.81779
sara,-1.30215,-74.82191
sara,-1.30378,-74.81787
sara,-1.30372,-74.81939
sara,-1.30976,-74.82125
sara,-1.30881,-74.81798
sara,-1.30931,-74.82047
sara,-1.30895,-74.81828
sara,-1.30964,-74.82046
sara,-1.30774,-74.81795
sara,-1.30738,-74.8194
sara,-1.30364,-74.81803
sara,-1.30342,-74.81926
sara,-1.30218,-74.81828
sara,-1.30301,-74.81886
sara,-1.30242,-74.82182
sara,-1.30314,-74.82045
sara,-1.30626,-74.82315
sara,-1.30554,-74.82282
sara,-1.31108,-74.81915
sara,-1.3104,-74.81721
sara,-1.30914,-74.81848
sara,-1.30799,-74.82129
sara,-1.3056,-74.82314
sara,-1.30323,-74.82173
sara,-1.30193,-74.8219
sara,-1.30286,-74.82151
sara,-1.3017,-74.81796
sara,-1.2988,-74.82201
sara,-1.29926,-74.82279
sara,-1.3015,-74.82773
sara,-1.29818,-74.82536
sara,-1.30717,-74.82462
sara,-1.30592,-74.82413
sara,-1.30502,-74.82425
sara,-1.30751,-74.82208
sara,-1.30492,-74.82086
sara,-1.31101,-74.82135
sara,-1.30763,-74.8171
sara,-1.30708,-74.82256
sara,-1.30465,-74.82174
sara,-1.30453,-74.8216
sara,-1.30387,-74.81852
sara,-1.30332,-74.81811
sara,-1.30328,-74.81787
sara,-1.30686,-74.81955
sara,-1.31298,-74.82
sara,-1.30511,-74.8262
sara,-1.30184,-74.82231
sara,-1.30975,-74.81883
sara,-1.30534,-74.82079
sara,-1.30705,-74.82282
sara,-1.30683,-74.82273
sara,-1.30668,-74.82265
sara,-1.30742,-74.82398
sara,-1.30668,-74.82348
sara,-1.30694,-74.82357
sara,-1.30761,-74.82334
sara,-1.30751,-74.82391
sara,-1.3076,-74.82345
sara,-1.30896,-74.82293
sara,-1.30562,-74.82422
sara,-1.30564,-74.82411
sara,-1.3056,-74.82418
sara,-1.30567,-74.82413
sara,-1.30564,-74.82414
sara,-1.30566,-74.82419
sara,-1.30856,-74.81964
sara,-1.30622,-74.82419
sara,-1.30368,-74.81999
sara,-1.30568,-74.82358
sara,-1.30598,-74.82255
sara,-1.30322,-74.8216
sara,-1.30301,-74.82199
sara,-1.30214,-74.81806
sara,-1.30218,-74.81811
sara,-1.30245,-74.81745
sara,-1.30216,-74.81733
sara,-1.30219,-74.81717
sara,-1.30233,-74.82133
sara,-1.30246,-74.82134
sara,-1.31032,-74.81888
sara,-1.30959,-74.8191
sara,-1.31048,-74.81883
sara,-1.31042,-74.81799
sara,-1.3105,-74.81882
sara,-1.31135,-74.82031
sara,-1.31026,-74.81861
sara,-1.3098,-74.81777
sara,-1.30998,-74.81955
sara,-1.31048,-74.81923
sara,-1.31073,-74.82034
sara,-1.31044,-74.81907
sara,-1.30368,-74.81918
sara,-1.31071,-74.81987
sara,-1.31026,-74.82047
sara,-1.30444,-74.8189
sara,-1.30446,-74.81752
sara,-1.30367,-74.81763
sara,-1.30289,-74.81912
sara,-1.30232,-74.8184
sara,-1.30293,-74.82202
sara,-1.30296,-74.82211
sara,-1.30323,-74.82245
sara,-1.30293,-74.82198
sara,-1.30291,-74.82204
sara,-1.30248,-74.82053
sara,-1.30241,-74.82112
sara,-1.30813,-74.82208
sara,-1.30839,-74.81996
sara,-1.30839,-74.82073
sara,-1.30694,-74.82096
sara,-1.30635,-74.82263
sara,-1.30918,-74.81878
sara,-1.30975,-74.81809
sara,-1.30938,-74.821
sara,-1.30398,-74.81888
sara,-1.30716,-74.821
sara,-1.30302,-74.81792
sara,-1.30317,
sara,-1.30276,-74.81959
sara,-1.30253,-74.82018
sara,-1.30215,-74.82203
sara,-1.30397,-74.81806
sara,-1.30279,-74.8196
sara,-1.30233,-74.8187
sara,-1.30228,-74.81819
sara,-1.31018,-74.8178
sara,-1.31018,-74.81887
sara,-1.31113,-74.81983
sara,-1.31046,-74.81857
sara,-1.31297,-74.82004
sara,-1.30923,-74.8184
sara,-1.30876,-74.81826
sara,-1.30879,-74.81829
sara,-1.30429,-74.81793
sara,-1.30324,-74.82134
sara,-1.30314,-74.82141
sara,-1.30338,-74.8198
sara,-1.3036,-74.81783
sara,-1.30692,-74.81951
sara,-1.30747,-74.81903
sara,-1.3074,-74.81938
sara,,-74.82092
sara,-1.30685,-74.82159
sara,-1.3059,-74.82259
sara,-1.30292,-74.81916
sara,-1.30317,-74.81905
sara,-1.29678,-74.82269
sara,-1.29644,-74.8227
sara,-1.29921,-74.82243
sara,-1.29873,-74.82223
sara,-1.29972,-74.82593
sara,-1.29857,-74.82128
sara,-1.29869,-74.82228
sara,-1.30128,-74.82065
sara,-1.30152,-74.82063
sara,-1.30468,-74.81868
sara,-1.30468,-74.8187
sara,-1.31018,-74.8179
sara,-1.30888,-74.81832
sara,-1.30787,-74.8207
sara,-1.30215,-74.82115
sara,-1.30264,-74.82211
sara,-1.30362,-74.81928
sara,-1.30229,-74.81821
sara,-1.30271,-74.81839
sara,-1.3026,-74.81925
sara,-1.30266,-74.81734
sara,-1.3038,-74.81722
sara,,-74.81822
sara,-1.30601,-74.82452
sara,-1.30565,-74.82485
sara,-1.30519,-74.82487
sara,-1.30558,-74.8249
sara,-1.30607,-74.82636
sara,-1.30601,-74.8262
sara,-1.30594,-74.8265
sara,-1.30595,-74.8262
sara,-1.30538,-74.82676
sara,-1.30568,-74.8261
sara,-1.29976,-74.82382
sara,-1.30045,-74.82385
sara,-1.29973,-74.82364
sara,-1.29872,-74.82227
sara,-1.29641,-74.82263
sara,-1.2961,-74.82283
sara,-1.30024,-74.82005
sara,-1.30165,-74.8206
sara,-1.30914,-74.81835
sara,-1.30958,-74.81957
sara,-1.30887,-74.81836
sara,-1.30805,
sara,-1.30836,-74.81839
sara,-1.30782,-74.82015
sara,-1.30793,-74.82462
sara,-1.29693,-74.82335
sara,-1.29459,-74.82995
sara,-1.29428,-74.82893
sara,-1.2945,-74.83004
sara,-1.2936,-74.83023
sara,-1.29661,-74.82669
sara,-1.29643,-74.82707
sara,-1.29681,-74.83194
sara,-1.29409,-74.83001
sara,-1.29413,-74.83
sara,-1.29651,-74.82685
sara,-1.30467,-74.82538
sara,-1.30636,-74.82684
sara,-1.30574,-74.82491
sara,-1.30457,-74.8253
sara,-1.30578,-74.82589
sara,,
sara,-1.30494,-74.82544
sara,-1.30979,-74.81811
sara,-1.30814,-74.8186
sara,-1.30374,-74.81725
sara,-1.30269,-74.82004
sara,-1.30148,-74.81902
sara,-1.3026,-74.81946
sara,-1.3026,-74.81944
sara,-1.3026,-74.81946
sara,-1.30224,-74.81808
sara,-1.30288,-74.82137
sara,-1.30183,-74.82156
sara,-1.30164,-74.81909
sara,-1.30276,-74.8196
sara,-1.30202,-74.81825
sara,-1.30267,-74.81915
sara,-1.30958,-74.81796
sara,-1.30855,-74.81849
sara,-1.31305,-74.82201
sara,-1.30239,-74.82244
sara,-1.30233,-74.82245
sara,-1.30329,-74.81863
sara,-1.3024,-74.82102
sara,-1.30833,-74.82199
sara,-1.50833,-76.82199
